"PDB_ID","Bit_Length","Watermark_Embedded","Watermark_Decoded","Verification_Status","Global_CA_RMSD"
"4HM3","4","11","11","Success","0.00039"
"6RJO","4","0","0","Success","0.00034"
"1HD7","4","1011","1011","Success","0.0006"
"7L0B","4","1011","1011","Success","0.00035"
"5FF5","4","1101","1101","Success","0.0004"
"6TJW","4","1000","1000","Success","0.00026"
"6PHZ","4","1","1","Success","0.00038"
"4C2K","4","101","101","Success","0.00025"
"6ODD","4","11","11","Success","0.00079"
"6DE7","4","1010","1010","Success","0.00027"
"2RGR","4","1011","1011","Success","0.00038"
"1MI5","4","1000","1000","Success","0.00035"
"3D2B","4","11","11","Success","0.00051"
"7U91","4","1110","1110","Success","0.00038"
"5QGN","4","11","11","Success","0.00074"
"3PJS","4","1100","1100","Success","0.00026"
"2MD0","4","1100","1100","Success","0.00026"
"1TIO","4","0","0","Success","0.00067"
"2E0P","4","101","101","Success","0.00043"
"6JO3","4","110","110","Success","0.00062"
"1RPY","4","11","11","Success","0.00078"
"8CYR","4","111","111","Success","0.00034"
"3EP1","4","1100","1100","Success","0.00052"
"6K07","4","1110","1110","Success","0.00066"
"7RTY","4","11","11","Success","0.00044"
"3WJ8","4","10","10","Success","0.00023"
"6ULA","4","110","110","Success","0.00018"
"4HWE","4","1101","1101","Success","0.00048"
"4ID2","4","1110","1110","Success","0.00059"
"6G79","4","100","100","Success","0.00034"
"5YDO","4","101","101","Success","0.00066"
"6X2B","4","10","10","Success","0.00019"
"4MON","4","111","111","Success","0.0007"
"6LXJ","4","1100","1100","Success","0.00017"
"4R53","4","100","100","Success","0.00028"
"6VKK","4","1100","1100","Success","0.00027"
"6R0Z","4","1111","1111","Success","0.00013"
"7YFL","4","0","0","Success","0.00019"
"2WYA","4","101","101","Success","0.00023"
"5WEQ","4","1101","1101","Success","0.00049"
"8RNZ","4","0","0","Success","0.00079"
"2AXA","4","111","111","Success","0.00064"
"3DCF","4","1001","1001","Success","0.00051"
"4H0R","4","110","110","Success","0.00044"
"1CCA","4","111","111","Success","0.00059"
"2JCM","4","1000","1000","Success","0.00046"
"4TRG","4","1000","1000","Success","0.0003"
"8F6K","4","1000","1000","Success","0.00029"
"1J4A","4","0","0","Success","0.00027"
"3S6B","4","1","1","Success","0.00053"
"6OUW","4","1010","1010","Success","0.00043"
"2RI3","4","1001","1001","Success","0.00055"
"6P8L","4","1010","1010","Success","0.00023"
"8SAQ","4","101","101","Success","0.00021"
"3FO0","4","11","11","Success","0.00047"
"7JJG","4","1010","1010","Success","0.00085"
"5RLT","4","1110","1110","Success","0.00029"
"3FXW","4","1011","1011","Success","0.00059"
"5BON","4","0","0","Success","0.00028"
"6FX3","4","0","0","Success","0.00109"
"6C4K","4","0","0","Success","0.00027"
"6TUS","4","1011","1011","Success","0.00041"
"5PZ1","4","1","1","Success","0.00051"
"1DV6","4","1101","1101","Success","0.00024"
"3SLB","4","1011","1011","Success","0.00031"
"2DDR","4","1000","1000","Success","0.00029"
"3DIK","4","1001","1001","Success","0.00067"
"3QFX","4","1101","1101","Success","0.00047"
"2QPA","4","1000","1000","Success","0.00033"
"7AHU","4","1011","1011","Success","0.00026"
"6OEY","4","110","110","Success","0.00032"
"6NF3","4","1010","1010","Success","0.00097"
"4KIR","4","1011","1011","Success","0.00033"
"5TDC","4","1001","1001","Success","0.00082"
"2LTO","4","1101","1101","Success","0.00025"
"6JPE","4","100","100","Success","0.00059"
"3GDW","4","111","111","Success","0.00061"
"7GBE","4","1","1","Success","0.00056"
"3KHB","4","1110","1110","Success","0.00048"
"9FBA","4","1","1","Success","0.00023"
"4HW9","4","111","111","Success","0.00024"
"7UUK","4","1111","1111","Success","0.00034"
"5NPN","4","100","100","Success","0.00029"
"5WFG","4","1100","1100","Success","0.0003"
"4EZV","4","101","101","Success","0.00046"
"3PQ6","4","1010","1010","Success","0.00018"
"2N4I","4","111","111","Success","0.0002"
"3H4Q","4","111","111","Success","0.00083"
"1WS4","4","101","101","Success","0.00042"
"8JE7","4","1001","1001","Success","0.00031"
"7L2X","4","0","0","Success","0.00022"
"2IY8","4","1101","1101","Success","0.00052"
"5EYO","4","0","0","Success","0.00074"
"2P2T","4","110","110","Success","0.00098"
"1WAU","4","101","101","Success","0.00069"
"2CKK","4","1","1","Success","0.0009"
"8EQJ","4","1001","1001","Success","0.0005"
"7V09","4","1111","1111","Success","0.00035"
"1NDF","4","11","11","Success","0.00028"
"7P7M","4","1001","1001","Success","0.00015"
"7TJJ","4","1000","1000","Success","0.00019"
"1NSQ","4","0","0","Success","0.00047"
"7D7U","4","10","10","Success","0.00048"
"4QEF","4","1111","1111","Success","0.00062"
"3UUZ","4","111","111","Success","0.00047"
"5XMY","4","110","110","Success","0.00087"
"4DK9","4","1110","1110","Success","0.00085"
"3L6A","4","1101","1101","Success","0.00052"
"3BYV","4","1011","1011","Success","0.00053"
"5NIJ","4","1010","1010","Success","0.00023"
"5GO1","4","1100","1100","Success","0.00094"
"5PTG","4","1101","1101","Success","0.00063"
"3MGP","4","1110","1110","Success","0.00036"
"6KF8","4","111","111","Success","0.00043"
"4Q7J","4","1001","1001","Success","0.00019"
"9NV7","4","1001","1001","Success","0.00017"
"5TJT","4","1","1","Success","0.00024"
"8ZNO","4","1110","1110","Success","0.00016"
"1M4Y","4","1011","1011","Success","0.00045"
"1OI1","4","10","10","Success","0.0007"
"4OEB","4","100","100","Success","0.00042"
"9BKU","4","111","111","Success","0.00021"
"6HOA","4","0","0","Success","0.0007"
"5ZTY","4","0","0","Success","0.00047"
"7UM0","4","10","10","Success","0.00019"
"4I8N","4","110","110","Success","0.00056"
"8VEO","4","100","100","Success","0.00033"
"5O7M","4","1100","1100","Success","0.00052"
"7OTF","4","10","10","Success","0.00048"
"2DMF","4","10","10","Success","0.00019"
"5YZP","4","1011","1011","Success","0.00071"
"9J2Y","4","10","10","Success","0.00039"
"7Q65","4","1001","1001","Success","0.00033"
"6BE3","4","100","100","Success","0.00048"
"3RJL","4","100","100","Success","0.00015"
"7GIH","4","110","110","Success","0.0004"
"6YYU","4","1","1","Success","0.00048"
"4MUO","4","11","11","Success","0.00039"
"3KZG","4","1111","1111","Success","0.00034"
"1SN7","4","1111","1111","Success","0.00052"
"3DE9","4","1","1","Success","0.00094"
"8G4H","4","1000","1000","Success","0.00056"
"1Y3T","4","1110","1110","Success","0.0004"
"6Q2T","4","110","110","Success","0.00034"
"2C6O","4","1100","1100","Success","0.00059"
"4QWA","4","1000","1000","Success","0.00055"
"4XCO","4","1001","1001","Success","0.00049"
"3HFS","4","1001","1001","Success","0.0004"
"1BP0","4","1000","1000","Success","0.00055"
"1XR6","4","1000","1000","Success","0.00047"
"8YAR","4","1110","1110","Success","0.00022"
"9IQT","4","1101","1101","Success","0.00029"
"1KRT","4","10","10","Success","0.00032"
"4ZOU","4","1011","1011","Success","0.00092"
"9FBJ","4","100","100","Success","0.00022"
"6CER","4","0","0","Success","0.00019"
"8DAV","4","101","101","Success","0.00015"
"5EQA","4","10","10","Success","0.00031"
"8UB2","4","1011","1011","Success","0.00064"
"5LLO","4","1100","1100","Success","0.0003"
"1R3B","4","100","100","Success","0.00016"
"4WSP","4","100","100","Success","0.00107"
"2D5M","4","110","110","Success","0.00073"
"2AXQ","4","1000","1000","Success","0.00047"
"3OZM","4","1010","1010","Success","0.00018"
"6BNV","4","1","1","Success","0.00011"
"3TSS","4","1000","1000","Success","0.00073"
"3IDU","4","1001","1001","Success","0.00065"
"8R23","4","10","10","Success","0.00025"
"8YEW","4","1011","1011","Success","0.00082"
"7YQF","4","0","0","Success","0.00039"
"5AKI","4","11","11","Success","0.00043"
"5PUB","4","110","110","Success","0.00062"
"1LLW","4","1","1","Success","0.00026"
"6HUP","4","1000","1000","Success","0.00023"
"2CNJ","4","10","10","Success","0.00018"
"5A9E","4","10","10","Success","0.00015"
"6C72","4","1","1","Success","0.00024"
"1VGO","4","1000","1000","Success","0.00046"
"3HNM","4","101","101","Success","0.00039"
"9EG4","4","0","0","Success","0.00019"
"4MGJ","4","1010","1010","Success","0.00047"
"6NFK","4","101","101","Success","0.00071"
"8YYE","4","100","100","Success","0.00036"
"6P3R","4","100","100","Success","0.00028"
"8GSC","4","101","101","Success","0.00032"
"1ISS","4","111","111","Success","0.00033"
"4EY4","4","10","10","Success","0.00029"
"3QJT","4","1101","1101","Success","0.00037"
"3FZE","4","1111","1111","Success","0.00069"
"7N6M","4","1011","1011","Success","0.00068"
"6XTB","4","1","1","Success","0.00063"
"4KH4","4","1","1","Success","0.00028"
"8I3X","4","1000","1000","Success","0.00092"
"3TED","4","0","0","Success","0.00068"
"4Q9F","4","100","100","Success","0.00062"
"6SNK","4","1101","1101","Success","0.00052"
"2CZ2","4","0","0","Success","0.00067"
"5BWO","4","1111","1111","Success","0.00057"
"4YQJ","4","1001","1001","Success","0.00064"
"1PX9","4","1001","1001","Success","0.00152"
"6Q13","4","110","110","Success","0.00027"
"5T5B","4","100","100","Success","0.00028"
"4YYE","4","1001","1001","Success","0.00035"
"1IGJ","4","1001","1001","Success","0.00034"
"1E8U","4","100","100","Success","0.00032"
"7YKZ","4","11","11","Success","0.00015"
"9EUQ","4","11","11","Success","0.00034"
"5N5J","4","1010","1010","Success","0.00078"
"4G45","4","1011","1011","Success","0.0005"
"3OM2","4","1010","1010","Success","0.00047"
"3CZN","4","10","10","Success","0.00031"
"9JA1","4","1100","1100","Success","0.00017"
"9ENF","4","1101","1101","Success","0.00042"
"9FFS","4","1111","1111","Success","0.00023"
"3KRU","4","1001","1001","Success","0.00026"
"8V3Y","4","1","1","Success","0.0001"
"4Z8E","4","10","10","Success","0.00076"
"4US7","4","1011","1011","Success","0.00076"
"7ENO","4","111","111","Success","0.00039"
"3V9V","4","1000","1000","Success","0.00059"
"9H7X","4","1010","1010","Success","0.00046"
"2ENP","4","1000","1000","Success","0.00018"
"7VS7","4","1101","1101","Success","0.00068"
"5BTN","4","1011","1011","Success","0.00026"
"4ILE","4","111","111","Success","0.00075"
"7WZU","4","111","111","Success","0.00035"
"2JA6","4","1111","1111","Success","0.00016"
"3IHU","4","11","11","Success","0.0005"
"5PLJ","4","10","10","Success","0.00053"
"3JCZ","4","100","100","Success","0.00018"
"7R7S","4","0","0","Success","0.00015"
"5OFH","4","111","111","Success","0.00055"
"7MIN","4","11","11","Success","0.0002"
"2VD0","4","1010","1010","Success","0.00036"
"7LAF","4","1001","1001","Success","0.00027"
"8E5W","4","100","100","Success","0.00046"
"4I5I","4","1010","1010","Success","0.00041"
"3N0I","4","1100","1100","Success","0.00042"
"2EQ5","4","111","111","Success","0.00034"
"5EFX","4","1111","1111","Success","0.00083"
"1GQ2","4","101","101","Success","0.00011"
"2WNH","4","100","100","Success","0.00035"
"2INQ","4","1001","1001","Success","0.00055"
"8Z12","4","1101","1101","Success","0.00049"
"5UP1","4","1011","1011","Success","0.00027"
"7BMU","4","1001","1001","Success","0.00092"
"7DXX","4","1100","1100","Success","0.00101"
"5HVW","4","110","110","Success","0.00069"
"3BOK","4","1100","1100","Success","0.00049"
"6FRO","4","1110","1110","Success","0.00088"
"8IRO","4","1100","1100","Success","0.0003"
"5HUM","4","1000","1000","Success","0.00024"
"4ANO","4","111","111","Success","0.00063"
"3HHH","4","1111","1111","Success","0.00068"
"3PX7","4","10","10","Success","0.00041"
"6W30","4","100","100","Success","0.00059"
"8BBE","4","10","10","Success","0.0002"
"2LQN","4","1011","1011","Success","0.00013"
"1D1Q","4","0","0","Success","0.00054"
"8S37","4","1100","1100","Success","0.00018"
"2VIH","4","10","10","Success","0.0006"
"1CM5","4","101","101","Success","0.00026"
"4TUQ","4","1","1","Success","0.00055"
"2Y1O","4","1011","1011","Success","0.00047"
"1T3X","4","1","1","Success","0.00085"
"4HL6","4","101","101","Success","0.00021"
"4QUC","4","1","1","Success","0.00136"
"3HHD","4","11","11","Success","0.00016"
"4S31","4","10","10","Success","0.00053"
"8XBO","4","110","110","Success","0.00042"
"8P3B","4","1000","1000","Success","0.00075"
"1B4S","4","1100","1100","Success","0.00045"
"3PCE","4","11","11","Success","0.0002"
"1Y4H","4","1010","1010","Success","0.00042"
"5BWX","4","1000","1000","Success","0.00037"
"9EM3","4","1101","1101","Success","0.0005"
"3FBE","4","110","110","Success","0.00036"
"2DT6","4","1","1","Success","0.00028"
"6DNJ","4","100","100","Success","0.00062"
"5KAJ","4","1010","1010","Success","0.00014"
"5AVI","4","100","100","Success","0.00045"
"3V6F","4","11","11","Success","0.00024"
"2MEZ","4","111","111","Success","0.00025"
"1YSW","4","1111","1111","Success","0.00078"
"6-Feb","4","1101","1101","Success","0.00039"
"1KQ9","4","1011","1011","Success","0.00052"
"1F04","4","1","1","Success","0.00018"
"9DUV","4","1010","1010","Success","0.00021"
"1SGR","4","111","111","Success","0.00067"
"6KRX","4","1011","1011","Success","0.00057"
"8HJQ","4","1101","1101","Success","0.00049"
"5LZ8","4","10","10","Success","0.00052"
"1P7C","4","1","1","Success","0.00039"
"8E9H","4","1100","1100","Success","0.00014"
"3VA3","4","1011","1011","Success","0.00049"
"3PSS","4","1001","1001","Success","0.00048"
"3CTY","4","101","101","Success","0.0004"
"9CX6","4","1011","1011","Success","0.00083"
"1DO0","4","10","10","Success","0.0002"
"4V1N","4","10","10","Success","0.00015"
"2DDZ","4","1000","1000","Success","0.00029"
"3WT5","4","1000","1000","Success","0.00063"
"4XZJ","4","1001","1001","Success","0.00063"
"9BOR","4","11","11","Success","0.00043"
"7O6W","4","1110","1110","Success","0.00085"
"1PP8","4","10","10","Success","0.00038"
"2QMA","4","100","100","Success","0.00034"
"3CCW","4","100","100","Success","0.00025"
"7WL3","4","1001","1001","Success","0.00038"
"6C4A","4","1110","1110","Success","0.00017"
"1BID","4","101","101","Success","0.00062"
"4WAN","4","1110","1110","Success","0.00045"
"5D49","4","110","110","Success","0.00053"
"1PF9","4","10","10","Success","0.00011"
"5DUO","4","101","101","Success","0.00047"
"4BOF","4","1100","1100","Success","0.00017"
"7LPW","4","1001","1001","Success","0.00031"
"9GUR","4","1101","1101","Success","0.00017"
"7AE2","4","1011","1011","Success","0.00057"
"8H2X","4","110","110","Success","0.00041"
"4JVR","4","10","10","Success","0.00058"
"5IRF","4","1","1","Success","0.00029"
"8PUI","4","11","11","Success","0.00024"
"6V06","4","1101","1101","Success","0.00055"
"3PX3","4","1","1","Success","0.00046"
"7DHX","4","1011","1011","Success","0.00036"
"6REA","4","11","11","Success","0.00015"
"5OJG","4","101","101","Success","0.00044"
"6Q9L","4","100","100","Success","0.00072"
"8U1E","4","110","110","Success","0.00041"
"7NU7","4","1001","1001","Success","0.00034"
"1DGN","4","1000","1000","Success","0.00024"
"8C33","4","10","10","Success","0.00034"
"2YBA","4","110","110","Success","0.00035"
"2FAP","4","1001","1001","Success","0.00072"
"4LMJ","4","1010","1010","Success","0.00024"
"6KXO","4","1001","1001","Success","0.00046"
"4GFJ","4","11","11","Success","0.00039"
"4KZ3","4","0","0","Success","0.00037"
"4OYD","4","1001","1001","Success","0.00042"
"7Z4T","4","100","100","Success","0.0004"
"1PLA","4","110","110","Success","0.00019"
"3QTL","4","101","101","Success","0.00033"
"5XSR","4","1000","1000","Success","0.00054"
"6XFT","4","1010","1010","Success","0.0006"
"2Y5Y","4","1101","1101","Success","0.00036"
"6ENB","4","110","110","Success","0.0004"
"3I64","4","110","110","Success","0.00039"
"2Q1D","4","1111","1111","Success","0.00059"
"4E0Z","4","0","0","Success","0.00057"
"4ZII","4","10","10","Success","0.00077"
"4M5C","4","110","110","Success","0.00067"
"7XZY","4","1011","1011","Success","0.00036"
"8FH9","4","1101","1101","Success","0.00056"
"6YWW","4","111","111","Success","0.00119"
"3DVQ","4","1011","1011","Success","0.00058"
"2JWG","4","11","11","Success","0.00024"
"5FS8","4","110","110","Success","0.00044"
"5JSE","4","1011","1011","Success","0.00024"
"6B8Y","4","1010","1010","Success","0.00058"
"3D2F","4","111","111","Success","0.00021"
"8OM1","4","0","0","Success","0.00011"
"4O4H","4","101","101","Success","0.0002"
"6HNN","4","10","10","Success","0.00027"
"6HTY","4","1111","1111","Success","0.00041"
"1BSV","4","1111","1111","Success","0.00056"
"9FZP","4","101","101","Success","0.00045"
"6QG1","4","110","110","Success","0.00015"
"5TQC","4","1011","1011","Success","0.00033"
"2D9M","4","10","10","Success","0.00026"
"8WRC","4","110","110","Success","0.0002"
"3QOL","4","1111","1111","Success","0.00087"
"4Q8B","4","0","0","Success","0.00032"
"5AM0","4","101","101","Success","0.00043"
"4Z2H","4","1100","1100","Success","0.00043"
"1ZC9","4","1001","1001","Success","0.00048"
"9CBM","4","1100","1100","Success","0.00034"
"8PUP","4","1001","1001","Success","0.00074"
"1E4U","4","110","110","Success","0.0002"
"5TYY","4","1011","1011","Success","0.00052"
"8D95","4","0","0","Success","0.00066"
"4CBQ","4","110","110","Success","0.0004"
"1KIV","4","1001","1001","Success","0.00109"
"8TAD","4","1111","1111","Success","0.00061"
"8Q17","4","1100","1100","Success","0.00042"
"5EU2","4","1111","1111","Success","0.00083"
"3KZE","4","111","111","Success","0.00055"
"3QAM","4","1110","1110","Success","0.00052"
"3D5Z","4","1101","1101","Success","0.00057"
"3ZCS","4","1111","1111","Success","0.00034"
"3TYF","4","111","111","Success","0.00034"
"4JEA","4","110","110","Success","0.00046"
"1V19","4","1111","1111","Success","0.00041"
"5Y0O","4","1101","1101","Success","0.00034"
"3REF","4","110","110","Success","0.00053"
"6DVI","4","101","101","Success","0.0002"
"6YE1","4","1010","1010","Success","0.0003"
"7OC5","4","101","101","Success","0.00036"
"7OAR","4","1001","1001","Success","0.00034"
"4KW1","4","1111","1111","Success","0.00024"
"3H7G","4","1010","1010","Success","0.00075"
"3EU7","4","1100","1100","Success","0.00055"
"7Z2G","4","11","11","Success","0.00032"
"9C3J","4","1010","1010","Success","0.00039"
"2P66","4","1","1","Success","0.00052"
"1-Aug","4","1","1","Success","0.00034"
"5WMA","4","100","100","Success","0.00088"
"4ROC","4","1110","1110","Success","0.00045"
"5PTO","4","101","101","Success","0.00063"
"2ZA4","4","1100","1100","Success","0.00051"
"8ZTE","4","100","100","Success","0.00036"
"7EX3","4","10","10","Success","0.00074"
